,Period,Weights Max PDI,Weights Max sharpe,Weights Equal,Weights Max PDI - PDI,Weights Max sharpe - PDI,Weights Equal - PDI,Assets
10,2018Q3,"[0.2, 0.19, 0.19, 0.17, 0.19, 0.06]","[0.31, 0.01, 0.07, 0.01, 0.0, 0.6]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.9688336844627212,1.0372979354854377,2.3123134447923426,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
11,2018Q4,"[0.22, 0.23, 0.19, 0.16, 0.18, 0.02]","[0.0, 0.07, 0.51, 0.0, 0.04, 0.37]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.0992351474912994,1.0135257409064953,2.023867085308498,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
12,2019Q1,"[0.2, 0.2, 0.14, 0.15, 0.22, 0.1]","[0.04, 0.02, 0.67, 0.14, 0.02, 0.11]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.040309753014731,1.0009950910911014,1.6726287064036276,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
13,2019Q2,"[0.2, 0.19, 0.16, 0.13, 0.24, 0.08]","[0.02, 0.06, 0.5, 0.12, 0.0, 0.3]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.965534947609056,1.0042618493238185,1.6037100602494139,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
14,2019Q3,"[0.18, 0.21, 0.13, 0.14, 0.21, 0.13]","[0.01, 0.06, 0.67, 0.05, 0.19, 0.02]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.7927457165828233,1.0013223279200383,1.6624554097267552,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
15,2019Q4,"[0.13, 0.18, 0.16, 0.14, 0.26, 0.13]","[0.1, 0.04, 0.86, 0.0, 0.0, 0.0]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.5992148312304177,1.0002288595194715,1.909008315537354,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
16,2020Q1,"[0.09, 0.17, 0.2, 0.14, 0.29, 0.12]","[0.17, 0.01, 0.4, 0.02, 0.38, 0.02]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.884763946021104,1.3919101976619381,2.1004457016907305,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
17,2020Q2,"[0.15, 0.16, 0.22, 0.19, 0.17, 0.11]","[0.0, 0.06, 0.12, 0.04, 0.14, 0.63]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.866362140010624,1.0001595228981075,1.7672048172792767,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
18,2020Q3,"[0.14, 0.14, 0.2, 0.22, 0.19, 0.1]","[0.02, 0.09, 0.15, 0.06, 0.02, 0.66]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.326236503827595,1.0001368586309898,1.633020018892434,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
19,2020Q4,"[0.13, 0.15, 0.22, 0.22, 0.2, 0.09]","[0.02, 0.0, 0.16, 0.1, 0.07, 0.64]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.340268490526378,1.0001235356040232,1.7751194843558307,"['KRE', 'XTN', 'PSJ', 'BBP', 'FEMS', 'ARKW']"
