,Period,Weights Max PDI,Weights Max Sharpe,Weights Max Sharpe - PDI 2,Weights Equal,Weights Max PDI - PDI Rolling 52,Weights Max sharpe - PDI Rolling 52,Weights Max Sharpe - PDI 2 Rolling 52,Weights equal - PDI,Assets
10,2018Q3,"[0.33, 0.14, 0.25, 0.24, 0.0, 0.04]","[0.17, 0.06, 0.64, 0.07, 0.02, 0.04]","[0.48, 0.01, 0.41, 0.06, 0.01, 0.04]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.812498859042592,1.574728880298693,2.4943705582954814,1.0671696370917796,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
11,2018Q4,"[0.38, 0.14, 0.25, 0.19, 0.0, 0.05]","[0.04, 0.39, 0.45, 0.1, 0.01, 0.0]","[0.41, 0.07, 0.3, 0.19, 0.01, 0.02]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.5901921172324966,1.6385393784231264,2.0117891341732133,1.1524917481478378,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
12,2019Q1,"[0.29, 0.34, 0.25, 0.02, 0.01, 0.09]","[0.21, 0.01, 0.62, 0.15, 0.01, 0.0]","[0.19, 0.33, 0.28, 0.1, 0.0, 0.09]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.169200392184519,1.0051709927701449,2.0895051808227483,1.1778586419152832,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
13,2019Q2,"[0.0, 0.44, 0.31, 0.07, 0.08, 0.1]","[0.02, 0.42, 0.42, 0.12, 0.01, 0.01]","[0.11, 0.53, 0.01, 0.25, 0.0, 0.1]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.1692500896164857,1.062606496942113,2.075549897096208,1.0236800926003808,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
14,2019Q3,"[0.03, 0.53, 0.22, 0.11, 0.01, 0.09]","[0.04, 0.47, 0.39, 0.03, 0.0, 0.06]","[0.03, 0.53, 0.22, 0.11, 0.01, 0.09]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.166475281610019,1.2731024746861617,2.166475281610019,1.122108405828969,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
15,2019Q4,"[0.02, 0.5, 0.3, 0.07, 0.01, 0.11]","[0.02, 0.67, 0.03, 0.24, 0.02, 0.02]","[0.02, 0.5, 0.3, 0.07, 0.01, 0.11]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.068169943518992,1.206444699942932,2.068169943518992,1.0773573862382433,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
16,2020Q1,"[0.02, 0.56, 0.13, 0.2, 0.06, 0.03]","[0.19, 0.4, 0.33, 0.07, 0.0, 0.02]","[0.24, 0.43, 0.09, 0.17, 0.0, 0.06]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.0467571470546466,1.2064759125993976,2.044608789854467,1.0266475335411465,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
17,2020Q2,"[0.37, 0.03, 0.05, 0.35, 0.12, 0.07]","[0.0, 0.13, 0.57, 0.11, 0.02, 0.16]","[0.03, 0.01, 0.37, 0.38, 0.1, 0.1]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.412625232763691,1.6408830762562836,2.052011593189663,1.3009547329507898,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
18,2020Q3,"[0.24, 0.04, 0.27, 0.24, 0.12, 0.08]","[0.01, 0.07, 0.59, 0.23, 0.04, 0.05]","[0.04, 0.05, 0.36, 0.3, 0.15, 0.1]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.647684297984077,1.0201025557646357,2.1177645790896342,1.7283790005167505,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
19,2020Q4,"[0.26, 0.1, 0.29, 0.11, 0.15, 0.08]","[0.09, 0.01, 0.79, 0.04, 0.03, 0.05]","[0.06, 0.07, 0.43, 0.18, 0.16, 0.11]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.8773379514685495,1.0047924168562528,2.2074649201663936,1.0202647991163865,"['KRE', 'IAK', 'ARKW', 'BBP', 'XVG-USD', 'DASH-USD']"
