,Time,Equal Weights,Max PDI Weights,Max Sharpe Ratio Weights - PDI 2,Max Sharpe Ratio Weights,Equal Weights Cummulative,Max PDI Weights Cummulative,Max Sharpe Ratio Weights Cummulative,Max Sharpe Ratio Weights Cummulative - PDI 2
0,2016-01-06,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061,-0.06154837347013061
1,2016-01-13,-0.01645087914869514,-0.01645087914869514,-0.01645087914869514,-0.01645087914869514,-0.07799925261882576,-0.07799925261882576,-0.07799925261882576,-0.07799925261882576
2,2016-01-20,-0.031409405689394265,-0.031409405689394265,-0.031409405689394265,-0.031409405689394265,-0.10940865830822002,-0.10940865830822002,-0.10940865830822002,-0.10940865830822002
3,2016-01-27,0.2891466281246267,0.2891466281246267,0.2891466281246267,0.2891466281246267,0.1797379698164067,0.1797379698164067,0.1797379698164067,0.1797379698164067
4,2016-02-03,-0.06772368368146031,-0.06772368368146031,-0.06772368368146031,-0.06772368368146031,0.11201428613494638,0.11201428613494638,0.11201428613494638,0.11201428613494638
5,2016-02-10,-0.011727578389318129,-0.011727578389318129,-0.011727578389318129,-0.011727578389318129,0.10028670774562826,0.10028670774562826,0.10028670774562826,0.10028670774562826
6,2016-02-17,0.03883668900796645,0.03883668900796645,0.03883668900796645,0.03883668900796645,0.1391233967535947,0.1391233967535947,0.1391233967535947,0.1391233967535947
7,2016-02-24,-0.009180319256978917,-0.009180319256978917,-0.009180319256978917,-0.009180319256978917,0.12994307749661577,0.12994307749661577,0.12994307749661577,0.12994307749661577
8,2016-03-02,0.02479322412634267,0.02479322412634267,0.02479322412634267,0.02479322412634267,0.15473630162295843,0.15473630162295843,0.15473630162295843,0.15473630162295843
9,2016-03-09,-0.005406107146260467,-0.005406107146260467,-0.005406107146260467,-0.005406107146260467,0.14933019447669796,0.14933019447669796,0.14933019447669796,0.14933019447669796
10,2016-03-16,0.0007151593670870349,0.0007151593670870349,0.0007151593670870349,0.0007151593670870349,0.150045353843785,0.150045353843785,0.150045353843785,0.150045353843785
11,2016-03-23,0.0009116073918105493,0.0009116073918105493,0.0009116073918105493,0.0009116073918105493,0.15095696123559554,0.15095696123559554,0.15095696123559554,0.15095696123559554
12,2016-03-30,0.02904506434303808,0.02904506434303808,0.02904506434303808,0.02904506434303808,0.18000202557863362,0.18000202557863362,0.18000202557863362,0.18000202557863362
13,2016-04-06,-0.005161529181443303,0.0010820581631539308,0.006326004836271078,-0.034172522382125606,0.17484049639719032,0.18108408374178755,0.145829503196508,0.1863280304149047
14,2016-04-13,0.03556960473206246,0.029320676496553805,0.027046367146860133,0.04945951470796374,0.2104101011292528,0.21040476023834137,0.19528901790447173,0.21337439756176482
15,2016-04-20,0.005863350067195817,0.011439460926397858,0.009330146898229898,-0.003673592262097028,0.2162734511964486,0.22184422116473923,0.19161542564237471,0.2227045444599947
16,2016-04-27,0.0011425673923520334,-0.00020690292354344047,-0.000983334983457444,0.0014297192381786139,0.21741601858880064,0.22163731824119579,0.19304514488055333,0.22172120947653726
17,2016-05-04,-0.04869845024836,-0.051162488066120324,-0.05124107443969112,-0.03739687541003994,0.16871756834044063,0.17047483017507548,0.15564826947051338,0.17048013503684614
