,Time,Equal Weights,Max PDI Weights,Max Sharpe Ratio Weights - PDI 2,Max Sharpe Ratio Weights,Equal Weights Cummulative,Max PDI Weights Cummulative,Max Sharpe Ratio Weights Cummulative,Max Sharpe Ratio Weights Cummulative - PDI 2
0,2016-01-06,-0.03985311605260369,-0.05011630298009275,-0.03246671290524306,-0.03246671290524306,-0.03985311605260369,-0.05011630298009275,-0.03246671290524306,-0.03246671290524306
1,2016-01-13,-0.0645935538239936,-0.0856586666694847,-0.047441798754995344,-0.047441798754995344,-0.10444666987659729,-0.13577496964957744,-0.07990851166023841,-0.07990851166023841
2,2016-01-20,-0.07345321512010722,-0.05461243139799716,-0.15289507813271996,-0.15289507813271996,-0.1778998849967045,-0.1903874010475746,-0.23280358979295837,-0.23280358979295837
3,2016-01-27,0.20120404294880925,0.02194715013808842,0.3731147830680022,0.3731147830680022,0.023304157952104748,-0.16844025090948617,0.14031119327504385,0.14031119327504385
4,2016-02-03,-0.050236030017540075,-0.01778915923912068,-0.07947988033085511,-0.07947988033085511,-0.026931872065435326,-0.18622941014860683,0.06083131294418874,0.06083131294418874
5,2016-02-10,0.11561501730660012,-0.049970260226669505,0.23984841792369288,0.23984841792369288,0.0886831452411648,-0.23619967037527634,0.30067973086788163,0.30067973086788163
6,2016-02-17,0.11719460009009786,0.07397514699696661,0.16929917986035248,0.16929917986035248,0.20587774533126266,-0.16222452337830973,0.4699789107282341,0.4699789107282341
7,2016-02-24,0.04957090272108157,-0.0012588311668139994,0.09829087823753441,0.09829087823753441,0.25544864805234424,-0.16348335454512372,0.5682697889657685,0.5682697889657685
8,2016-03-02,0.007200638421370663,0.059950620973332557,-0.017846295586023297,-0.017846295586023297,0.2626492864737149,-0.10353273357179116,0.5504234933797452,0.5504234933797452
9,2016-03-09,0.18360159088360936,0.020010903027749074,0.3328640117814385,0.3328640117814385,0.44625087735732427,-0.08352183054404208,0.8832875051611837,0.8832875051611837
10,2016-03-16,0.13151063565904322,0.014293672795712793,0.24798073385177483,0.24798073385177483,0.5777615130163675,-0.06922815774832929,1.1312682390129585,1.1312682390129585
11,2016-03-23,-0.041247304772566606,0.010321892545872931,-0.08322708672140693,-0.08322708672140693,0.5365142082438008,-0.05890626520245636,1.0480411522915516,1.0480411522915516
12,2016-03-30,0.015313242402627835,0.012724318642445434,0.010852602777567182,0.010852602777567182,0.5518274506464287,-0.04618194656001092,1.0588937550691189,1.0588937550691189
13,2016-04-06,0.1745168552517035,0.051778155876085585,0.5436750776023391,0.5436750776023391,0.7263443058981321,0.005596209316074664,1.602568832671458,1.602568832671458
14,2016-04-13,-0.09601806682082598,-0.012083632583842343,-0.3783421911541399,-0.3783421911541399,0.6303262390773061,-0.006487423267767679,1.2242266415173182,1.2242266415173182
15,2016-04-20,-0.03527844527910605,-0.0012958818264197421,-0.16758892785971932,-0.16758892785971932,0.5950477937982,-0.007783305094187421,1.0566377136575988,1.0566377136575988
16,2016-04-27,0.0018034734854492835,0.0009682855199296279,0.00033933716621462994,0.00033933716621462994,0.5968512672836493,-0.006815019574257793,1.0569770508238134,1.0569770508238134
