,Period,Weights Max PDI,Weights Max sharpe,Weights Equal,Weights Max PDI - PDI,Weights Max sharpe - PDI,Weights Equal - PDI,Assets
10,2018Q3,"[0.21, 0.2, 0.09, 0.13, 0.17, 0.21]","[0.02, 0.02, 0.19, 0.55, 0.03, 0.19]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.9287888591429945,1.0495598496927814,1.5794437711845473,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
11,2018Q4,"[0.25, 0.19, 0.09, 0.12, 0.16, 0.2]","[0.44, 0.0, 0.14, 0.2, 0.15, 0.07]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.268789758701299,1.5288891272123446,1.546965229133341,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
12,2019Q1,"[0.21, 0.21, 0.1, 0.14, 0.16, 0.18]","[0.07, 0.01, 0.47, 0.04, 0.4, 0.02]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.0388314580415825,1.0199933089309114,1.320589691220278,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
13,2019Q2,"[0.22, 0.2, 0.13, 0.12, 0.17, 0.17]","[0.1, 0.01, 0.54, 0.01, 0.31, 0.03]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.9018540624582636,1.0087819747527922,1.3719732877681619,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
14,2019Q3,"[0.22, 0.21, 0.11, 0.15, 0.17, 0.13]","[0.63, 0.01, 0.24, 0.0, 0.04, 0.07]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.3251141031303533,1.1133680081795307,1.4539979900424576,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
15,2019Q4,"[0.21, 0.19, 0.12, 0.12, 0.17, 0.19]","[0.38, 0.02, 0.41, 0.01, 0.01, 0.17]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.836477188125348,1.0416532957542506,1.351444040113698,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
16,2020Q1,"[0.23, 0.26, 0.07, 0.12, 0.16, 0.16]","[0.4, 0.08, 0.32, 0.0, 0.01, 0.19]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",3.785053303939786,1.1400607139763923,1.7969313723999156,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
17,2020Q2,"[0.14, 0.2, 0.09, 0.12, 0.27, 0.18]","[0.05, 0.02, 0.63, 0.04, 0.17, 0.08]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.0680072539298524,1.0004047249400463,1.1985371876579598,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
18,2020Q3,"[0.12, 0.22, 0.13, 0.11, 0.28, 0.14]","[0.0, 0.0, 0.66, 0.04, 0.26, 0.04]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.118482562954083,1.001291082649555,1.1234190454439403,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
19,2020Q4,"[0.15, 0.18, 0.13, 0.12, 0.3, 0.11]","[0.01, 0.06, 0.56, 0.01, 0.2, 0.17]","[0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669, 0.16666666666666669]",2.180245313739706,1.0013384453286456,1.1372336645669403,"['KIE', 'EWX', 'XSD', 'XTN', 'PJP', 'PRN']"
