,Time,Equal Weights,Max PDI Weights,Max Sharpe Ratio Weights,Equal Weights Cummulative,Max PDI Weights Cummulative,Max Sharpe Ratio Weights Cummulative
0,2016-01-06,-0.04114203313192544,-0.04114203313192544,-0.04114203313192544,-0.04114203313192544,-0.04114203313192544,-0.04114203313192544
1,2016-01-13,-0.0679970931528554,-0.0679970931528554,-0.0679970931528554,-0.10913912628478084,-0.10913912628478084,-0.10913912628478084
2,2016-01-20,-0.008412255026554965,-0.008412255026554965,-0.008412255026554965,-0.1175513813113358,-0.1175513813113358,-0.1175513813113358
3,2016-01-27,0.012298359585892484,0.012298359585892484,0.012298359585892484,-0.10525302172544332,-0.10525302172544332,-0.10525302172544332
4,2016-02-03,0.007458990720310201,0.007458990720310201,0.007458990720310201,-0.09779403100513312,-0.09779403100513312,-0.09779403100513312
5,2016-02-10,-0.02548346443895083,-0.02548346443895083,-0.02548346443895083,-0.12327749544408395,-0.12327749544408395,-0.12327749544408395
6,2016-02-17,0.046304156763841316,0.046304156763841316,0.046304156763841316,-0.07697333868024264,-0.07697333868024264,-0.07697333868024264
7,2016-02-24,0.0024037329965744003,0.0024037329965744003,0.0024037329965744003,-0.07456960568366824,-0.07456960568366824,-0.07456960568366824
8,2016-03-02,0.032759532160185116,0.032759532160185116,0.032759532160185116,-0.04181007352348313,-0.04181007352348313,-0.04181007352348313
9,2016-03-09,0.0009821161579679828,0.0009821161579679828,0.0009821161579679828,-0.040827957365515144,-0.040827957365515144,-0.040827957365515144
10,2016-03-16,0.0151476832200514,0.0151476832200514,0.0151476832200514,-0.025680274145463745,-0.025680274145463745,-0.025680274145463745
11,2016-03-23,0.010443978136477,0.010443978136477,0.010443978136477,-0.015236296008986745,-0.015236296008986745,-0.015236296008986745
12,2016-03-30,0.013393944143630283,0.013393944143630283,0.013393944143630283,-0.0018423518653564626,-0.0018423518653564626,-0.0018423518653564626
13,2016-04-06,-0.000769024771299618,-0.002577388006295387,-0.013778737866463017,-0.0026113766366560806,-0.0044197398716518494,-0.01562108973181948
14,2016-04-13,0.016595466590024286,0.01736127388256206,0.016124075691825078,0.013984089953368205,0.012941534010910211,0.0005029859600055985
15,2016-04-20,0.00661289695503775,0.007476873991320616,-0.002313387791730054,0.020596986908405956,0.020418408002230826,-0.0018104018317244555
16,2016-04-27,0.0014276837334224993,0.00077582401246893,0.010806826685679739,0.022024670641828455,0.021194232014699756,0.008996424853955284
17,2016-05-04,-0.041644532010595404,-0.039424188141475094,-0.036143887781829837,-0.01961986136876695,-0.01822995612677534,-0.027147462927874552
18,2016-05-11,0.0070009585844207686,0.008360169662404625,0.0091977215414262,-0.012618902784346181,-0.009869786464370714,-0.01794974138644835
19,2016-05-18,-0.0009195077119796833,-0.0014502802494745096,0.007117209406817625,-0.013538410496325865,-0.011320066713845223,-0.010832531979630727
20,2016-05-25,0.026396761330793436,0.02524715315156142,0.030226057922387105,0.01285835083446757,0.013927086437716198,0.019393525942756378
21,2016-06-01,0.012406323946706734,0.011696462963616277,0.0160605357090452,0.025264674781174307,0.025623549401332477,0.03545406165180158
22,2016-06-08,0.014978164382290885,0.014631398940337692,0.004157763861592804,0.04024283916346519,0.04025494834167017,0.039611825513394386
23,2016-06-15,-0.03203021691463547,-0.03287044785839644,-0.031355221128104294,0.008212622248829717,0.007384500483273729,0.008256604385290092
24,2016-06-22,0.004964995934546319,0.006256042387891375,0.007815059556968132,0.013177618183376035,0.013640542871165104,0.016071663942258223
25,2016-06-29,-0.011146031143357585,-0.011596661076501409,-0.022520091484695137,0.00203158704001845,0.002043881794663695,-0.0064484275424369145
26,2016-07-06,0.010584749847621335,0.011021850858189672,0.00866158369822818,0.012616336887639785,0.013065732652853367,0.002213156155791266
27,2016-07-13,0.03947554387043033,0.03906749187764398,0.03917031247758048,0.052091880758070114,0.052133224530497346,0.04138346863337175
28,2016-07-20,0.013057940000329836,0.011828917371922678,0.016158567989266154,0.06514982075839995,0.06396214190242003,0.057542036622637904
29,2016-07-27,0.013554457344911017,0.011355301442842932,0.013687023431563633,0.07870427810331097,0.07531744334526295,0.07122906005420154
30,2016-08-03,-0.005732911994398668,-0.005567214463760858,-0.007603295288504119,0.0729713661089123,0.06975022888150209,0.06362576476569742
31,2016-08-10,0.0015946030743274992,0.002431697141589647,0.004227977163674978,0.07456596918323981,0.07218192602309174,0.06785374192937241
32,2016-08-17,0.0013524821282084498,0.0004818525701495739,-0.0010282937259237985,0.07591845131144825,0.07266377859324132,0.06682544820344861
33,2016-08-24,0.006208596130987417,0.00658270914603576,0.012447011395546444,0.08212704744243567,0.07924648773927707,0.07927245959899507
34,2016-08-31,0.0029107358734041,0.0043401886936016345,0.013360754173334025,0.08503778331583976,0.0835866764328787,0.0926332137723291
35,2016-09-07,0.011426620914089502,0.010718267794831954,0.001755553961907113,0.09646440422992926,0.09430494422771066,0.09438876773423621
36,2016-09-14,-0.027666864318340853,-0.02905294870944064,-0.030984169059137062,0.0687975399115884,0.06525199551827002,0.06340459867509915
37,2016-09-21,0.01868370971259589,0.018708981463548897,0.022556434997972663,0.0874812496241843,0.08396097698181891,0.08596103367307181
38,2016-09-28,0.001607494381524833,0.002646192526995859,0.007463473024576849,0.08908874400570913,0.08660716950881477,0.09342450669764867
39,2016-10-05,0.006408877793731768,0.00716787465916573,0.009739304814345788,0.0954976217994409,0.09377504416798049,0.10316381151199445
40,2016-10-12,-0.020040440257373837,-0.0192776935024041,-0.025307757727920877,0.07545718154206706,0.07449735066557639,0.07785605378407358
