,Time,Equal Weights,Max PDI Weights,Max Sharpe Ratio Weights,Equal Weights Cummulative,Max PDI Weights Cummulative,Max Sharpe Ratio Weights Cummulative
0,2016-01-06,-0.05013934851260046,-0.05013934851260046,-0.05013934851260046,-0.05013934851260046,-0.05013934851260046,-0.05013934851260046
1,2016-01-13,-0.08379191073358484,-0.08379191073358484,-0.08379191073358484,-0.13393125924618532,-0.13393125924618532,-0.13393125924618532
2,2016-01-20,-0.0294643115439465,-0.0294643115439465,-0.0294643115439465,-0.1633955707901318,-0.1633955707901318,-0.1633955707901318
3,2016-01-27,0.00428775152399788,0.00428775152399788,0.00428775152399788,-0.15910781926613393,-0.15910781926613393,-0.15910781926613393
4,2016-02-03,0.0022305165867711613,0.0022305165867711613,0.0022305165867711613,-0.15687730267936278,-0.15687730267936278,-0.15687730267936278
5,2016-02-10,-0.040963344384668185,-0.040963344384668185,-0.040963344384668185,-0.19784064706403098,-0.19784064706403098,-0.19784064706403098
6,2016-02-17,0.060423438126601184,0.060423438126601184,0.060423438126601184,-0.1374172089374298,-0.1374172089374298,-0.1374172089374298
7,2016-02-24,-0.01043822384702418,-0.01043822384702418,-0.01043822384702418,-0.14785543278445398,-0.14785543278445398,-0.14785543278445398
8,2016-03-02,0.05599982131820811,0.05599982131820811,0.05599982131820811,-0.09185561146624588,-0.09185561146624588,-0.09185561146624588
9,2016-03-09,0.00659781079493858,0.00659781079493858,0.00659781079493858,-0.0852578006713073,-0.0852578006713073,-0.0852578006713073
10,2016-03-16,-0.0005284339584159803,-0.0005284339584159803,-0.0005284339584159803,-0.08578623462972328,-0.08578623462972328,-0.08578623462972328
11,2016-03-23,0.01759777185685216,0.01759777185685216,0.01759777185685216,-0.06818846277287112,-0.06818846277287112,-0.06818846277287112
12,2016-03-30,0.015862643289841924,0.015862643289841924,0.015862643289841924,-0.052325819483029196,-0.052325819483029196,-0.052325819483029196
13,2016-04-06,0.011319849392370377,0.0060965737925803825,-0.005396314790074626,-0.041005970090658816,-0.04622924569044881,-0.05772213427310382
14,2016-04-13,0.027364339037666205,0.028047462751702404,0.030705896169820168,-0.013641631052992612,-0.018181782938746407,-0.02701623810328365
15,2016-04-20,0.01104440829284654,0.011110156561078343,0.016651747349633567,-0.002597222760146071,-0.0070716263776680645,-0.010364490753650084
16,2016-04-27,-0.0021468883480861393,-0.00245823004175929,0.0011149192398044344,-0.00474411110823221,-0.009529856419427354,-0.00924957151384565
17,2016-05-04,-0.05267871055821045,-0.05205371743092907,-0.03935977559059127,-0.05742282166644266,-0.06158357385035643,-0.04860934710443692
18,2016-05-11,0.01019588631311692,0.009252623639460038,0.00901642834115628,-0.047226935353325734,-0.052330950210896385,-0.03959291876328064
19,2016-05-18,-0.0021076118018574412,-0.004432182507369405,0.011975886269712108,-0.04933454715518318,-0.05676313271826579,-0.02761703249356853
20,2016-05-25,0.03677374548209892,0.034993402170420004,0.0319439709851017,-0.012560801673084258,-0.021769730547845784,0.004326938491533167
21,2016-06-01,0.015073571165657482,0.014337181169085654,0.015887130497175536,0.0025127694925732233,-0.007432549378760129,0.020214068988708703
22,2016-06-08,0.018083276137529164,0.01966894078248281,0.010193200341646901,0.020596045630102387,0.012236391403722681,0.030407269330355605
23,2016-06-15,-0.034334622713956105,-0.03412283889455508,-0.022695667083244487,-0.013738577083853717,-0.0218864474908324,0.007711602247111118
24,2016-06-22,0.00310747952616852,0.0036913526982964434,0.001214499550981589,-0.010631097557685197,-0.018195094792535955,0.008926101798092707
25,2016-06-29,-0.00928267727413536,-0.010427402960662878,-0.019587965282866403,-0.01991377483182056,-0.028622497753198833,-0.010661863484773696
26,2016-07-06,0.008782026478421499,0.007293862096253263,0.0014566336693095858,-0.01113174835339906,-0.02132863565694557,-0.00920522981546411
27,2016-07-13,0.045720136609948205,0.049661540640404296,0.04929712756495522,0.03458838825654914,0.028332904983458727,0.04009189774949111
28,2016-07-20,0.01327102826113926,0.010933252095420332,0.008865447255032527,0.0478594165176884,0.03926615707887906,0.04895734500452364
29,2016-07-27,0.01692288500722622,0.014504319120000952,0.01165024392381698,0.06478230152491463,0.05377047619888001,0.06060758892834062
30,2016-08-03,0.0040087216712067384,0.0014037243195947286,0.00789784724242655,0.06879102319612136,0.055174200518474735,0.06850543617076717
31,2016-08-10,0.00826712333198814,0.009929462443804084,0.015277657565936565,0.0770581465281095,0.06510366296227882,0.08378309373670373
32,2016-08-17,0.0065896190669857005,0.00671873941772843,0.00798489077192256,0.0836477655950952,0.07182240238000726,0.09176798450862629
33,2016-08-24,-0.001184525244429661,-8.401148529860441e-05,-0.005598684432695126,0.08246324035066553,0.07173839089470865,0.08616930007593117
34,2016-08-31,0.0032166369755831613,0.0030204838281811964,-0.0013282515267185016,0.0856798773262487,0.07475887472288985,0.08484104854921266
35,2016-09-07,0.022553497766602662,0.022362857788601222,0.02069504863654745,0.10823337509285136,0.09712173251149107,0.10553609718576011
36,2016-09-14,-0.021784390848737477,-0.02518539302052044,-0.03227602687204037,0.08644898424411387,0.07193633949097064,0.07326007031371974
37,2016-09-21,0.031697217754128856,0.028712531134676887,0.027738113033951947,0.11814620199824273,0.10064887062564754,0.10099818334767169
38,2016-09-28,0.00655378507761098,0.00850534121927821,0.028381116416545928,0.12469998707585371,0.10915421184492574,0.1293792997642176
39,2016-10-05,0.007047355843703321,0.00680666720127226,-0.0033015531191591097,0.13174734291955703,0.115960879046198,0.1260777466450585
